N	P	M	v0	beta	num_steps
10	50	47	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	H_{HMC}	h	Acc.
21970	5.259213e+00	6.110422e+01	5.254254e+04	7.902267e+00	1
21971	5.183545e+00	6.356226e+01	4.343093e+04	8.012337e+00	1
21972	5.104410e+00	6.166301e+01	4.752016e+04	8.033900e+00	1
21973	5.105410e+00	6.247781e+01	4.439819e+04	7.880294e+00	1
21974	5.100023e+00	6.004862e+01	5.026447e+04	7.857174e+00	1
21975	5.090397e+00	6.141826e+01	5.337432e+04	7.754992e+00	1
21976	5.130300e+00	6.044757e+01	4.635848e+04	7.741419e+00	1
21977	5.130300e+00	6.044757e+01	5.321605e+04	7.741419e+00	0
21978	5.009257e+00	5.707567e+01	4.017944e+04	7.597999e+00	1
21979	5.083086e+00	5.899210e+01	4.021758e+04	7.550686e+00	1
21980	5.083086e+00	5.899210e+01	5.108755e+04	7.550686e+00	0
21981	5.238727e+00	6.099884e+01	4.428190e+04	7.657166e+00	1
21982	5.273161e+00	6.244243e+01	4.831552e+04	7.864469e+00	1
21983	5.208890e+00	6.137193e+01	5.056620e+04	7.950662e+00	1
21984	4.808400e+00	6.107098e+01	4.777180e+04	7.931918e+00	1
21985	4.781146e+00	6.311039e+01	4.761788e+04	7.752130e+00	1
21986	4.702073e+00	6.384922e+01	4.636561e+04	7.859014e+00	1
21987	4.786362e+00	6.426621e+01	4.983251e+04	7.893271e+00	1
21988	4.570205e+00	6.363605e+01	4.662501e+04	8.274415e+00	1
21989	4.590912e+00	6.277179e+01	4.826873e+04	8.290232e+00	1
21990	4.766278e+00	5.896274e+01	4.448526e+04	8.366930e+00	1
21991	4.766278e+00	5.896274e+01	4.845297e+04	8.366930e+00	0
21992	4.786931e+00	5.551005e+01	4.712400e+04	8.163328e+00	1
21993	4.638266e+00	6.073681e+01	5.013075e+04	8.221396e+00	1
21994	4.651255e+00	6.249312e+01	4.630188e+04	7.978902e+00	1
21995	4.529429e+00	5.788143e+01	4.658717e+04	7.879402e+00	1
21996	4.538986e+00	5.788651e+01	5.015412e+04	7.613362e+00	1
21997	4.437065e+00	5.830515e+01	4.170746e+04	7.702387e+00	1
21998	4.501095e+00	6.223645e+01	4.237295e+04	7.458796e+00	1
21999	4.501095e+00	6.223645e+01	4.970120e+04	7.458796e+00	0
22000	4.501095e+00	6.223645e+01	4.851965e+04	7.458796e+00	0
22001	4.448106e+00	6.381425e+01	4.728475e+04	7.776534e+00	1
22002	4.439141e+00	6.588263e+01	4.869290e+04	7.504128e+00	1
22003	4.430965e+00	6.224192e+01	4.672725e+04	7.651883e+00	1
22004	4.653595e+00	6.138395e+01	4.873184e+04	7.647209e+00	1
22005	4.675636e+00	5.941799e+01	4.927700e+04	7.637000e+00	1
22006	4.628352e+00	5.702672e+01	4.941584e+04	7.628865e+00	1
22007	4.624575e+00	5.818277e+01	4.812136e+04	7.502340e+00	1
22008	4.548419e+00	5.845456e+01	5.075528e+04	7.693134e+00	1
22009	4.548419e+00	5.845456e+01	4.832757e+04	7.693134e+00	0
22010	4.398252e+00	5.824414e+01	5.053616e+04	7.884592e+00	1
22011	4.398252e+00	5.824414e+01	5.378606e+04	7.884592e+00	0
22012	4.398252e+00	5.824414e+01	4.761742e+04	7.884592e+00	0
22013	4.421132e+00	5.937330e+01	4.738005e+04	7.894167e+00	1
22014	4.580971e+00	6.426111e+01	5.189821e+04	7.859914e+00	1
22015	4.477773e+00	6.577483e+01	4.828201e+04	7.701156e+00	1
22016	4.513847e+00	6.390697e+01	4.293821e+04	7.870957e+00	1
22017	4.436773e+00	6.367960e+01	4.469349e+04	7.950707e+00	1
22018	4.436905e+00	6.808987e+01	4.739887e+04	8.102924e+00	1
22019	4.409472e+00	6.768496e+01	4.798656e+04	8.509989e+00	1
22020	4.409472e+00	6.768496e+01	4.782350e+04	8.509989e+00	0
22021	4.564895e+00	6.538815e+01	4.674289e+04	8.528514e+00	1
22022	4.472107e+00	6.887334e+01	4.682844e+04	8.675457e+00	1
22023	4.472107e+00	6.887334e+01	4.864053e+04	8.675457e+00	0
22024	4.466749e+00	6.140425e+01	4.677982e+04	8.586580e+00	1
22025	4.429263e+00	6.330569e+01	4.648411e+04	8.783983e+00	1
22026	4.425198e+00	6.293745e+01	4.218498e+04	8.924810e+00	1
22027	4.272312e+00	6.201767e+01	5.063861e+04	9.093835e+00	1
22028	4.215007e+00	5.890755e+01	4.905052e+04	9.374702e+00	1
22029	4.162348e+00	6.018899e+01	4.784674e+04	9.357006e+00	1
22030	4.137209e+00	6.087908e+01	4.617117e+04	9.480162e+00	1
22031	4.137209e+00	6.087908e+01	5.273279e+04	9.480162e+00	0
22032	3.883738e+00	6.074391e+01	5.037078e+04	9.165309e+00	1
22033	3.860590e+00	5.855801e+01	5.560724e+04	9.173269e+00	1
22034	3.860590e+00	5.855801e+01	5.304128e+04	9.173269e+00	0
22035	3.860590e+00	5.855801e+01	4.558166e+04	9.173269e+00	0
22036	3.817344e+00	5.352795e+01	4.721188e+04	9.214231e+00	1
22037	3.817344e+00	5.352795e+01	5.146238e+04	9.214231e+00	0
22038	3.817344e+00	5.352795e+01	5.020317e+04	9.214231e+00	0
22039	3.923492e+00	5.328031e+01	4.406595e+04	9.202619e+00	1
22040	3.923492e+00	5.328031e+01	5.196563e+04	9.202619e+00	0
22041	3.933820e+00	5.701698e+01	5.058800e+04	9.342722e+00	1
22042	3.857434e+00	5.587299e+01	4.888578e+04	9.127735e+00	1
22043	3.902368e+00	5.343003e+01	4.439027e+04	9.038873e+00	1
22044	3.880669e+00	5.651123e+01	4.450618e+04	8.805497e+00	1
22045	3.969379e+00	5.560493e+01	4.834141e+04	8.790936e+00	1
22046	4.295554e+00	5.524646e+01	4.788118e+04	8.880433e+00	1
22047	4.263068e+00	5.268737e+01	4.342511e+04	8.795960e+00	1
22048	4.292374e+00	5.099909e+01	4.839947e+04	9.037522e+00	1
22049	4.292374e+00	5.099909e+01	4.973061e+04	9.037522e+00	0
22050	4.292374e+00	5.099909e+01	4.615395e+04	9.037522e+00	0
22051	4.375002e+00	4.777017e+01	4.557260e+04	8.979343e+00	1
22052	4.338707e+00	4.872622e+01	4.819861e+04	8.872130e+00	1
22053	4.289368e+00	5.222698e+01	4.803479e+04	8.771370e+00	1
22054	4.328574e+00	5.225614e+01	4.871101e+04	8.925303e+00	1
22055	4.392539e+00	5.113886e+01	4.536882e+04	8.797872e+00	1
22056	4.423730e+00	5.513354e+01	4.042906e+04	8.763944e+00	1
22057	4.423730e+00	5.513354e+01	5.067387e+04	8.763944e+00	0
22058	4.595822e+00	5.592833e+01	5.030464e+04	8.568765e+00	1
22059	4.670949e+00	5.454621e+01	4.258785e+04	8.541930e+00	1
22060	4.446753e+00	5.344989e+01	4.982908e+04	8.798333e+00	1
22061	4.492842e+00	5.782011e+01	4.419106e+04	8.856163e+00	1
22062	4.410471e+00	5.716316e+01	4.460755e+04	8.876053e+00	1
22063	4.181806e+00	5.796023e+01	4.665584e+04	8.854344e+00	1
22064	4.143660e+00	5.547791e+01	4.101822e+04	8.993512e+00	1
22065	4.171159e+00	5.784222e+01	4.655558e+04	9.128144e+00	1
22066	4.171159e+00	5.784222e+01	4.582471e+04	9.128144e+00	0
22067	4.083368e+00	5.776195e+01	4.841794e+04	9.101875e+00	1
22068	4.082012e+00	6.172404e+01	4.622626e+04	9.025842e+00	1
22069	4.115737e+00	6.413853e+01	4.938933e+04	9.138869e+00	1
22070	4.231434e+00	6.525140e+01	4.518123e+04	9.443559e+00	1
22071	4.160776e+00	6.576891e+01	4.852119e+04	9.380334e+00	1
22072	4.114241e+00	6.644725e+01	4.691284e+04	9.660551e+00	1
22073	4.016027e+00	6.317225e+01	4.781592e+04	9.760980e+00	1
22074	4.101122e+00	6.623548e+01	4.966716e+04	9.603841e+00	1
22075	4.010129e+00	6.888072e+01	5.141477e+04	9.685013e+00	1
22076	3.771661e+00	6.903215e+01	4.998488e+04	9.383831e+00	1
22077	3.771661e+00	6.903215e+01	4.702999e+04	9.383831e+00	0
22078	3.740588e+00	6.810229e+01	4.337881e+04	9.248859e+00	1
22079	3.726878e+00	6.831611e+01	4.285419e+04	8.950861e+00	1
22080	3.805847e+00	6.487411e+01	4.574569e+04	9.239034e+00	1
22081	3.639455e+00	6.466688e+01	4.492529e+04	9.081295e+00	1
22082	3.579133e+00	6.278723e+01	4.523667e+04	9.156732e+00	1
22083	3.460171e+00	6.625470e+01	5.115826e+04	9.246370e+00	1
22084	3.529355e+00	6.590454e+01	5.026957e+04	9.332714e+00	1
22085	3.423088e+00	6.928019e+01	4.589919e+04	9.054862e+00	1
22086	3.423088e+00	6.928019e+01	5.637175e+04	9.054862e+00	0
22087	3.502554e+00	6.583357e+01	4.618434e+04	8.974391e+00	1
22088	3.402695e+00	6.537415e+01	4.139837e+04	8.808196e+00	1
22089	3.402695e+00	6.537415e+01	4.906183e+04	8.808196e+00	0
22090	3.372181e+00	6.246682e+01	4.312746e+04	8.870476e+00	1
22091	3.385627e+00	6.442365e+01	4.757486e+04	8.982021e+00	1
22092	3.385627e+00	6.442365e+01	5.158499e+04	8.982021e+00	0
22093	3.456650e+00	6.284302e+01	4.417786e+04	8.974742e+00	1
22094	3.456650e+00	6.284302e+01	4.427611e+04	8.974742e+00	0
22095	3.476643e+00	6.131926e+01	4.511732e+04	9.115407e+00	1
22096	3.493319e+00	5.952575e+01	4.492803e+04	9.288142e+00	1
22097	3.578292e+00	6.242029e+01	4.722645e+04	9.230584e+00	1
22098	3.660478e+00	6.006276e+01	4.954854e+04	9.438539e+00	1
22099	3.565577e+00	6.140763e+01	4.623511e+04	9.440226e+00	1
22100	3.580490e+00	6.036333e+01	4.653601e+04	9.119066e+00	1
22101	3.475741e+00	5.920283e+01	4.681630e+04	9.328832e+00	1
22102	3.418786e+00	5.942131e+01	4.376472e+04	9.094403e+00	1
22103	3.413722e+00	6.036989e+01	5.086106e+04	9.242369e+00	1
22104	3.213976e+00	5.965377e+01	4.560401e+04	8.924185e+00	1
22105	3.155222e+00	6.236540e+01	4.881156e+04	9.078685e+00	1
22106	3.199381e+00	6.414566e+01	3.950683e+04	9.120451e+00	1
22107	3.160905e+00	6.370451e+01	4.096702e+04	9.172850e+00	1
22108	3.150604e+00	6.653284e+01	4.795811e+04	9.133571e+00	1
22109	3.125140e+00	6.515336e+01	4.819463e+04	9.028699e+00	1
22110	3.093668e+00	6.469171e+01	4.697500e+04	9.009314e+00	1
22111	3.165000e+00	6.687632e+01	5.036198e+04	9.166573e+00	1
22112	3.179951e+00	6.957327e+01	4.112687e+04	9.108789e+00	1
22113	3.179951e+00	6.957327e+01	4.900908e+04	9.108789e+00	0
22114	3.304892e+00	7.041247e+01	4.951476e+04	9.035020e+00	1
22115	3.117226e+00	7.317611e+01	4.691200e+04	8.939282e+00	1
22116	3.043680e+00	7.195462e+01	4.749115e+04	8.910138e+00	1
22117	3.120847e+00	7.479707e+01	4.393329e+04	8.885954e+00	1
22118	3.015066e+00	7.394966e+01	4.853620e+04	8.946836e+00	1
22119	3.153571e+00	7.301362e+01	4.494249e+04	8.903277e+00	1
22120	3.132293e+00	7.349254e+01	4.412630e+04	8.960837e+00	1
22121	3.158933e+00	7.513923e+01	4.892203e+04	8.954515e+00	1
22122	3.150328e+00	7.047658e+01	4.597283e+04	8.998066e+00	1
22123	3.210999e+00	6.559686e+01	4.909264e+04	9.065487e+00	1
22124	3.217922e+00	6.627064e+01	4.762657e+04	9.074584e+00	1
22125	3.217922e+00	6.627064e+01	4.418622e+04	9.074584e+00	0
22126	3.129596e+00	6.502469e+01	4.573947e+04	9.193583e+00	1
22127	3.106326e+00	6.582750e+01	5.287583e+04	9.295417e+00	1
22128	3.106326e+00	6.582750e+01	4.311091e+04	9.295417e+00	0
22129	3.125008e+00	6.806496e+01	4.930308e+04	9.237097e+00	1
22130	3.169624e+00	6.900530e+01	4.628219e+04	9.460639e+00	1
22131	3.139263e+00	6.819681e+01	4.405769e+04	9.361112e+00	1
22132	3.107538e+00	6.981744e+01	4.714343e+04	9.233695e+00	1
22133	3.042645e+00	6.613943e+01	4.576948e+04	9.201265e+00	1
22134	3.042645e+00	6.613943e+01	5.138502e+04	9.201265e+00	0
22135	3.060747e+00	6.766401e+01	4.286126e+04	9.308713e+00	1
22136	3.069662e+00	7.089725e+01	4.492382e+04	9.373466e+00	1
22137	3.075101e+00	7.235137e+01	4.334825e+04	9.300779e+00	1
22138	3.304181e+00	6.977492e+01	4.401935e+04	9.186337e+00	1
22139	3.423481e+00	6.924443e+01	4.445969e+04	9.210623e+00	1
22140	3.357798e+00	6.753707e+01	4.297853e+04	8.971720e+00	1
22141	3.424413e+00	6.577204e+01	4.313913e+04	9.048324e+00	1
22142	3.505770e+00	6.215403e+01	4.390184e+04	9.281616e+00	1
22143	3.609715e+00	6.444517e+01	4.582136e+04	9.593670e+00	1
22144	3.771652e+00	6.387661e+01	4.817743e+04	9.680140e+00	1
22145	3.827806e+00	6.367637e+01	4.566168e+04	9.854508e+00	1
22146	3.908098e+00	6.209348e+01	4.920014e+04	9.660679e+00	1
22147	3.766717e+00	6.418807e+01	4.136654e+04	9.692800e+00	1
22148	3.903443e+00	6.557775e+01	4.864164e+04	9.464406e+00	1
22149	3.893798e+00	7.041357e+01	4.493499e+04	9.559211e+00	1
22150	3.950779e+00	7.087466e+01	4.731413e+04	9.432525e+00	1
22151	3.950779e+00	7.087466e+01	5.414540e+04	9.432525e+00	0
22152	3.898986e+00	7.267976e+01	4.289054e+04	9.509593e+00	1
22153	3.898986e+00	7.267976e+01	4.581197e+04	9.509593e+00	0
22154	3.834977e+00	7.466777e+01	4.373610e+04	9.491691e+00	1
22155	3.871451e+00	7.546977e+01	4.424994e+04	9.505145e+00	1
22156	3.846855e+00	7.449887e+01	4.198580e+04	9.422432e+00	1
22157	3.665274e+00	7.698955e+01	4.573271e+04	9.431689e+00	1
22158	3.653697e+00	7.718823e+01	4.636409e+04	9.744929e+00	1
22159	3.732029e+00	8.051449e+01	4.130512e+04	9.867138e+00	1
22160	3.740728e+00	8.119413e+01	4.656766e+04	9.932600e+00	1
22161	3.743618e+00	8.115522e+01	4.887548e+04	9.877980e+00	1
22162	3.743618e+00	8.115522e+01	5.424543e+04	9.877980e+00	0
22163	3.717401e+00	7.962961e+01	4.082276e+04	9.685006e+00	1
22164	3.685390e+00	8.181423e+01	4.487226e+04	9.770418e+00	1
22165	3.685390e+00	8.181423e+01	4.661031e+04	9.770418e+00	0
22166	3.685390e+00	8.181423e+01	5.027398e+04	9.770418e+00	0
22167	3.682476e+00	7.941123e+01	4.485584e+04	9.529967e+00	1
22168	3.682476e+00	7.941123e+01	4.619516e+04	9.529967e+00	0
22169	3.583669e+00	8.169492e+01	4.030452e+04	9.604503e+00	1
22170	3.532035e+00	8.476942e+01	4.942895e+04	9.495377e+00	1
22171	3.521855e+00	8.629412e+01	4.679808e+04	9.850768e+00	1
22172	3.586876e+00	8.880314e+01	4.384437e+04	9.814370e+00	1
22173	3.586876e+00	8.880314e+01	5.011701e+04	9.814370e+00	0
22174	3.330142e+00	8.631868e+01	4.150476e+04	9.824569e+00	1
22175	3.288810e+00	8.555095e+01	4.603778e+04	9.641748e+00	1
22176	3.216969e+00	8.495564e+01	4.644505e+04	9.782375e+00	1
22177	3.301993e+00	8.219448e+01	4.878349e+04	9.890609e+00	1
22178	3.311487e+00	7.925513e+01	4.819502e+04	9.853113e+00	1
22179	3.297282e+00	7.799772e+01	4.700351e+04	9.822359e+00	1
22180	3.249179e+00	8.214402e+01	4.802774e+04	9.700488e+00	1
22181	3.401859e+00	8.118782e+01	4.567901e+04	9.582431e+00	1
22182	3.401859e+00	8.118782e+01	5.279230e+04	9.582431e+00	0
22183	3.391417e+00	8.076382e+01	4.761855e+04	9.957111e+00	1
22184	3.493268e+00	8.404509e+01	4.789838e+04	1.001683e+01	1
22185	3.458655e+00	8.216259e+01	4.927733e+04	9.978387e+00	1
22186	3.507793e+00	8.333850e+01	4.944851e+04	9.945476e+00	1
22187	3.402879e+00	8.644506e+01	4.642393e+04	9.872840e+00	1
22188	3.296892e+00	8.605644e+01	4.695850e+04	9.815562e+00	1
22189	3.247892e+00	8.762742e+01	5.217924e+04	1.004356e+01	1
22190	3.235993e+00	8.790563e+01	4.361227e+04	9.824796e+00	1
22191	3.310339e+00	8.463037e+01	4.619984e+04	9.763756e+00	1
22192	3.248485e+00	8.567220e+01	4.871796e+04	9.477222e+00	1
22193	3.285956e+00	8.597587e+01	4.696923e+04	9.664964e+00	1
22194	3.285956e+00	8.597587e+01	4.635026e+04	9.664964e+00	0
22195	3.285964e+00	9.028400e+01	4.410645e+04	9.656977e+00	1
22196	3.285964e+00	9.028400e+01	4.319981e+04	9.656977e+00	0
22197	3.286621e+00	8.632318e+01	4.188112e+04	9.699352e+00	1
22198	3.258005e+00	8.389804e+01	4.898131e+04	9.606752e+00	1
22199	3.192030e+00	8.689972e+01	4.792650e+04	9.544645e+00	1
22200	3.144921e+00	9.216199e+01	4.844757e+04	9.429599e+00	1
22201	3.063514e+00	9.210362e+01	4.937591e+04	9.541014e+00	1
22202	3.008682e+00	9.475209e+01	5.202349e+04	9.277543e+00	1
22203	2.976305e+00	9.604704e+01	4.519244e+04	9.198298e+00	1
22204	3.034593e+00	9.580448e+01	4.379228e+04	9.308805e+00	1
22205	3.081618e+00	9.895052e+01	4.625598e+04	9.250979e+00	1
22206	3.176902e+00	9.741989e+01	4.453579e+04	9.151997e+00	1
22207	3.180782e+00	9.422593e+01	4.631288e+04	9.183463e+00	1
22208	3.245216e+00	9.428094e+01	4.809955e+04	9.294067e+00	1
22209	3.130311e+00	9.160257e+01	4.286806e+04	9.262342e+00	1
22210	3.076894e+00	9.381968e+01	4.629421e+04	9.158321e+00	1
22211	3.082317e+00	9.034402e+01	4.802858e+04	9.031774e+00	1
22212	3.134102e+00	8.965495e+01	4.215122e+04	9.104190e+00	1
22213	3.243927e+00	8.790197e+01	4.779928e+04	9.303306e+00	1
22214	3.286263e+00	9.200752e+01	4.920933e+04	9.311530e+00	1
22215	3.299464e+00	9.197508e+01	4.913677e+04	9.199954e+00	1
22216	3.203958e+00	8.989722e+01	4.805977e+04	9.116023e+00	1
22217	3.093694e+00	8.543637e+01	4.605989e+04	8.886716e+00	1
22218	3.312757e+00	8.725208e+01	5.239643e+04	9.016457e+00	1
22219	3.312757e+00	8.725208e+01	4.689142e+04	9.016457e+00	0
22220	3.228371e+00	8.264812e+01	4.622695e+04	8.946607e+00	1
22221	3.239632e+00	7.640010e+01	4.610343e+04	9.149380e+00	1
22222	3.145524e+00	7.803078e+01	4.669256e+04	9.069093e+00	1
22223	3.236511e+00	7.935966e+01	4.579107e+04	8.965275e+00	1
22224	3.099820e+00	7.944766e+01	4.563624e+04	9.094616e+00	1
22225	3.099820e+00	7.944766e+01	5.172819e+04	9.094616e+00	0
22226	3.063866e+00	8.292426e+01	4.915710e+04	9.063911e+00	1
22227	3.046194e+00	8.364455e+01	4.479750e+04	9.087071e+00	1
22228	3.077034e+00	8.463641e+01	4.719279e+04	9.045973e+00	1
22229	3.060559e+00	8.312990e+01	4.594457e+04	8.930357e+00	1
22230	2.996726e+00	8.290345e+01	4.385791e+04	8.924688e+00	1
22231	3.060880e+00	8.378593e+01	4.549317e+04	8.834713e+00	1
22232	3.015631e+00	8.432172e+01	4.721830e+04	8.948391e+00	1
22233	3.138814e+00	8.549350e+01	4.470065e+04	8.926690e+00	1
22234	3.106949e+00	8.710480e+01	4.855161e+04	9.108420e+00	1
22235	3.201904e+00	8.329225e+01	4.570778e+04	9.247535e+00	1
22236	3.407121e+00	8.162497e+01	4.905280e+04	9.440511e+00	1
22237	3.374437e+00	7.789502e+01	4.919805e+04	9.561777e+00	1
22238	3.347674e+00	7.804516e+01	4.682659e+04	9.487488e+00	1
22239	3.271739e+00	7.770485e+01	4.705473e+04	9.501661e+00	1
22240	3.233741e+00	7.622487e+01	4.267355e+04	9.509932e+00	1
22241	3.119222e+00	7.722016e+01	4.533000e+04	9.482625e+00	1
22242	3.151861e+00	7.470441e+01	4.914285e+04	9.526817e+00	1
22243	3.249488e+00	7.318113e+01	4.330139e+04	9.821587e+00	1
22244	3.274926e+00	6.831875e+01	4.986282e+04	9.784366e+00	1
22245	3.159281e+00	6.692968e+01	5.127281e+04	9.846034e+00	1
22246	3.126580e+00	6.741571e+01	4.559200e+04	9.819561e+00	1
22247	3.193316e+00	6.943564e+01	4.715878e+04	9.756686e+00	1
22248	3.168759e+00	6.990148e+01	5.285455e+04	9.743501e+00	1
22249	3.175638e+00	7.393019e+01	4.776269e+04	9.760303e+00	1
22250	3.308891e+00	7.185579e+01	4.398747e+04	9.834758e+00	1
22251	3.151376e+00	7.229852e+01	4.544639e+04	9.618493e+00	1
22252	3.151376e+00	7.229852e+01	5.168496e+04	9.618493e+00	0
22253	3.290050e+00	7.637181e+01	4.440293e+04	9.609032e+00	1
22254	3.361274e+00	7.890610e+01	4.669071e+04	9.720430e+00	1
22255	3.234115e+00	8.137578e+01	4.419112e+04	9.680083e+00	1
22256	3.122939e+00	8.108914e+01	4.606124e+04	9.254734e+00	1
22257	3.265297e+00	8.438411e+01	4.590781e+04	9.523237e+00	1
22258	3.280875e+00	8.110597e+01	4.384631e+04	9.664413e+00	1
22259	3.444153e+00	8.615151e+01	5.002180e+04	9.968717e+00	1
22260	3.471286e+00	8.510139e+01	4.960564e+04	1.003775e+01	1
22261	3.621824e+00	8.465317e+01	4.675038e+04	1.025971e+01	1
22262	3.644134e+00	8.698594e+01	5.149231e+04	1.010976e+01	1
22263	3.486023e+00	9.028967e+01	4.776713e+04	9.857444e+00	1
22264	3.560359e+00	8.660477e+01	4.573951e+04	9.893345e+00	1
22265	3.592056e+00	8.818689e+01	4.926140e+04	9.827235e+00	1
22266	3.592056e+00	8.818689e+01	4.734979e+04	9.827235e+00	0
22267	3.558469e+00	9.030878e+01	4.540160e+04	9.684806e+00	1
22268	3.623302e+00	9.442324e+01	4.658586e+04	9.629705e+00	1
22269	3.687861e+00	9.793014e+01	4.533004e+04	9.799651e+00	1
22270	3.780870e+00	1.008020e+02	4.803242e+04	9.690683e+00	1
22271	3.582294e+00	9.679837e+01	4.460728e+04	9.554082e+00	1
22272	3.625850e+00	9.421313e+01	4.481553e+04	9.248634e+00	1
22273	3.468759e+00	9.573355e+01	4.326607e+04	9.242444e+00	1
22274	3.429626e+00	9.847626e+01	4.990350e+04	9.091534e+00	1
22275	3.349154e+00	9.783242e+01	5.257797e+04	9.081532e+00	1
22276	3.362960e+00	9.802042e+01	4.656617e+04	9.153405e+00	1
22277	3.401819e+00	9.890737e+01	4.737437e+04	9.250535e+00	1
22278	3.432169e+00	9.255255e+01	4.662074e+04	9.215454e+00	1
22279	3.371312e+00	9.553596e+01	5.010993e+04	9.130517e+00	1
22280	3.344754e+00	9.679367e+01	4.760147e+04	8.942608e+00	1
22281	3.424548e+00	9.754105e+01	4.693942e+04	9.084019e+00	1
22282	3.331123e+00	9.817276e+01	4.902557e+04	9.177704e+00	1
22283	3.485888e+00	1.022527e+02	4.369426e+04	8.985094e+00	1
22284	3.485888e+00	1.022527e+02	4.788881e+04	8.985094e+00	0
22285	3.405793e+00	9.948279e+01	4.849985e+04	9.214618e+00	1
22286	3.353967e+00	9.595655e+01	4.693504e+04	9.324942e+00	1
22287	3.353967e+00	9.595655e+01	4.497999e+04	9.324942e+00	0
22288	3.353967e+00	9.595655e+01	4.829980e+04	9.324942e+00	0
22289	3.337091e+00	9.857306e+01	4.673161e+04	9.233397e+00	1
22290	3.337091e+00	9.857306e+01	5.060736e+04	9.233397e+00	0
22291	3.318951e+00	1.025952e+02	4.617793e+04	9.408068e+00	1
22292	3.445339e+00	9.752751e+01	4.797916e+04	9.467224e+00	1
22293	3.525421e+00	9.569135e+01	4.671908e+04	9.248054e+00	1
22294	3.388722e+00	9.555475e+01	4.817771e+04	9.144296e+00	1
22295	3.372942e+00	9.385061e+01	4.430839e+04	9.145062e+00	1
22296	3.372942e+00	9.385061e+01	5.407050e+04	9.145062e+00	0
22297	3.569365e+00	8.853026e+01	4.576533e+04	9.055130e+00	1
22298	3.703524e+00	8.783443e+01	4.370838e+04	9.101150e+00	1
22299	3.822027e+00	8.935771e+01	4.517764e+04	9.162010e+00	1
22300	3.812774e+00	8.611231e+01	4.567709e+04	9.177367e+00	1
22301	3.812774e+00	8.611231e+01	5.286618e+04	9.177367e+00	0
22302	3.722285e+00	8.578519e+01	4.428803e+04	9.124230e+00	1
22303	3.554819e+00	8.644442e+01	4.668726e+04	9.052634e+00	1
22304	3.437155e+00	8.882838e+01	4.955830e+04	8.972737e+00	1
22305	3.308336e+00	9.034432e+01	4.806394e+04	9.229556e+00	1
22306	3.371483e+00	9.229744e+01	4.993013e+04	9.215373e+00	1
22307	3.371483e+00	9.229744e+01	4.860176e+04	9.215373e+00	0
22308	3.371483e+00	9.229744e+01	4.435251e+04	9.215373e+00	0
22309	3.280255e+00	9.066670e+01	4.681557e+04	9.222957e+00	1
22310	3.324422e+00	9.342485e+01	4.714715e+04	9.172735e+00	1
22311	3.293986e+00	9.048208e+01	4.421463e+04	9.125726e+00	1
22312	3.264667e+00	9.026352e+01	4.767287e+04	9.076304e+00	1
22313	3.452598e+00	9.005242e+01	4.434493e+04	9.161188e+00	1
22314	3.469056e+00	8.622105e+01	4.172706e+04	9.294592e+00	1
22315	3.514846e+00	8.388758e+01	4.675587e+04	9.383753e+00	1
22316	3.416149e+00	8.612081e+01	4.530859e+04	9.266962e+00	1
22317	3.306814e+00	8.290782e+01	4.641066e+04	9.032165e+00	1
22318	3.202261e+00	8.973392e+01	4.152276e+04	9.109169e+00	1
22319	3.202261e+00	8.973392e+01	5.152220e+04	9.109169e+00	0
22320	3.144294e+00	8.776093e+01	4.684788e+04	9.066229e+00	1
22321	3.240668e+00	9.397946e+01	4.675734e+04	9.196219e+00	1
22322	3.381528e+00	9.215720e+01	4.603791e+04	9.318905e+00	1
22323	3.475743e+00	9.482383e+01	4.962659e+04	9.187021e+00	1
22324	3.479204e+00	9.777753e+01	4.638195e+04	9.468888e+00	1
22325	3.385970e+00	9.988807e+01	4.453329e+04	9.458964e+00	1
22326	3.334011e+00	9.832501e+01	4.746148e+04	9.714507e+00	1
22327	3.393489e+00	9.794008e+01	4.307997e+04	9.565461e+00	1
22328	3.387448e+00	9.790358e+01	4.182569e+04	9.796409e+00	1
22329	3.378987e+00	1.035254e+02	4.609774e+04	9.620402e+00	1
22330	3.523104e+00	1.046327e+02	4.845064e+04	9.836069e+00	1
22331	3.618994e+00	1.043368e+02	4.573768e+04	9.634499e+00	1
22332	3.690801e+00	9.726367e+01	4.990763e+04	9.915475e+00	1
22333	3.658906e+00	9.617014e+01	4.583742e+04	1.002303e+01	1
22334	3.685650e+00	9.504198e+01	4.405621e+04	1.019888e+01	1
22335	3.613620e+00	9.181100e+01	5.051063e+04	1.024724e+01	1
22336	3.559188e+00	9.308376e+01	4.813921e+04	9.766529e+00	1
22337	3.560120e+00	9.387313e+01	4.517926e+04	9.718833e+00	1
22338	3.562098e+00	9.319188e+01	4.737381e+04	9.832212e+00	1
22339	3.490631e+00	9.405172e+01	4.505679e+04	9.668458e+00	1
22340	3.582459e+00	9.194234e+01	5.030342e+04	9.999702e+00	1
22341	3.517705e+00	9.149195e+01	4.340443e+04	9.846300e+00	1
22342	3.530777e+00	9.800494e+01	5.214807e+04	9.796964e+00	1
22343	3.530777e+00	9.800494e+01	5.413737e+04	9.796964e+00	0
